x @  cent_trace_len @  decent_trace_len @  odecent_trace_len @  cent_num_mess @  decent_num_mess @  odecent_num_mess @  cent_size_mess @  decent_size_mess @  odecent_size_mess @  cent_nb_progressions @  decent_nb_progressions @  odecent_nb_progressions @  formula @  trace
3 @ 9 @ 12 @ 10 @ 24 @ 7 @ 27 @ 1. @ 5.48 @ 6.88 @ 171 @ 370 @ 203 @ Glob (Or (And (Or (Neg (Var "c"), Var "a"), Or (Neg (Var "a"), Var "c")), Or (Var "b", Var "a"))) @ {a| | } ; { |b| } ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a| |c} ; {a| | } ; { | |c} ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b|c} ; {a| | } ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b| } ; { |b|c} ; {a|b| } ; {a|b| } ; { | | } ; {a| | } ; { |b| } ; {a| |c} ; { | | } ; {a| | } ; {a| |c} ; { | | } ; { |b| } ; { |b| } ; { |b|c} ; {a|b|c} ; { | |c} ; { | |c} ; { |b|c} ; {a|b|c} ; { |b| } ; { | |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a| |c} ; {a| | } ; { |b| } ; { |b| } ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b|c} ; {a| |c} ; { |b| } ; {a| |c} ; {a| | } ; {a|b|c} ; {a|b| } ; {a| | } ; { | |c} ; {a| | } ; {a| | } ; { | |c} ; {a|b|c} ; { |b| } ; {a| | } ; {a|b| } ; { | | } ; {a|b| } ; { |b|c} ; { | | } ; { |b|c} ; {a| |c} ; {a|b| } ; { | | } ; {a|b|c} ; {a| | } ; { | |c} ; { | |c} ; { | | } ; { | |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; { | | } ; { | | } ; { |b| } ; {a|b| } ; {a|b|c} ; { | | } ; {a| |c} ; { |b| } ; { |b|c} ; { | |c} ; { | | } ; { |b| } ; { | | } ; {a| |c} ; { | |c} ; {a| | }
3 @ 13 @ 15 @ 13 @ 36 @ 13 @ 24 @ 1. @ 6.33 @ 4.94 @ 195 @ 478 @ 295 @ Glob (Until (Next (Var "c"), And (Var "c", Var "a"))) @ {a| | } ; {a| |c} ; {a|b| } ; {a| |c} ; { |b| } ; {a| |c} ; { | |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; { |b| } ; { | |c} ; {a| | } ; {a| | } ; { |b| } ; {a|b| } ; {a|b|c} ; { |b| } ; { |b|c} ; { | |c} ; {a|b| } ; { | | } ; {a|b| } ; { | |c} ; { |b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; { |b|c} ; {a| | } ; { | | } ; { | | } ; {a| |c} ; {a|b| } ; {a|b|c} ; {a| | } ; {a|b|c} ; {a| |c} ; {a|b|c} ; { | | } ; { | | } ; {a| |c} ; { |b| } ; {a| |c} ; { | | } ; {a| |c} ; { | | } ; {a| |c} ; {a| | } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | |c} ; { |b|c} ; {a| |c} ; {a| |c} ; { | | } ; {a| |c} ; {a|b|c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a| |c} ; {a|b| } ; { |b| } ; { |b|c} ; { | | } ; {a| |c} ; {a| | } ; { |b|c} ; {a| | } ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a| | } ; {a| |c} ; { | | } ; { | |c} ; { | |c} ; { |b| } ; { | |c} ; { | | } ; {a|b|c} ; { | |c} ; { |b| } ; {a|b|c} ; {a| |c} ; { |b|c} ; { |b|c} ; {a| | } ; {a| | } ; { |b|c} ; {a| | } ; {a|b|c} ; { |b| } ; {a|b| } ; {a| | } ; { |b| } ; {a|b| } ; { |b|c} ; {a| |c}
3 @ 8 @ 10 @ 9 @ 21 @ 9 @ 16 @ 1. @ 6.85 @ 4.5 @ 104 @ 239 @ 158 @ Until (Next (Or (Var "a", Var "c")), Glob (Var "b")) @ {a|b| } ; { |b|c} ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a|b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; {a| | } ; { | |c} ; { | | } ; {a|b|c} ; { |b| } ; { |b|c} ; { |b| } ; {a|b|c} ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a|b| } ; { |b|c} ; {a|b|c} ; { |b|c} ; {a|b| } ; {a| | } ; {a| |c} ; { |b| } ; {a| |c} ; { |b|c} ; {a| | } ; {a|b| } ; { | |c} ; { |b|c} ; { |b|c} ; { |b| } ; { |b| } ; { | | } ; { |b|c} ; { |b|c} ; {a| | } ; {a| | } ; { | | } ; { |b|c} ; {a|b|c} ; { | | } ; {a| |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { | |c} ; { | | } ; { |b| } ; { | | } ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b| } ; { | | } ; { | | } ; { |b|c} ; { |b| } ; {a|b|c} ; {a| |c} ; { | | } ; {a| | } ; {a| |c} ; { |b|c} ; { | | } ; {a|b|c} ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | |c} ; { | | } ; {a| | } ; { |b|c} ; { | | } ; { |b|c} ; {a|b| } ; {a| |c} ; {a| |c} ; { |b|c} ; { | |c} ; {a| |c} ; { |b|c} ; { |b| } ; { |b| } ; {a| | } ; {a| |c} ; { | |c} ; {a|b|c} ; {a| | } ; { | |c} ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b|c}
3 @ 20 @ 22 @ 21 @ 57 @ 10 @ 20 @ 1. @ 1.15 @ 2.73 @ 100 @ 172 @ 122 @ Ev (And (Var "a", Var "b")) @ { |b| } ; {a| |c} ; {a| |c} ; { |b| } ; {a| |c} ; { |b|c} ; { |b| } ; { | | } ; { |b| } ; { |b| } ; { | |c} ; { | |c} ; {a| | } ; { | |c} ; { | | } ; { |b| } ; { | |c} ; {a| |c} ; { | |c} ; {a|b| } ; { |b|c} ; { |b|c} ; { |b|c} ; {a|b| } ; {a|b|c} ; { | | } ; { |b|c} ; { |b| } ; { |b|c} ; { |b| } ; {a|b| } ; { |b| } ; { | | } ; { | |c} ; { | |c} ; {a|b| } ; {a| | } ; {a|b|c} ; { | |c} ; {a| | } ; { | | } ; {a|b|c} ; {a| | } ; { | | } ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a|b|c} ; { |b| } ; {a|b| } ; {a|b| } ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a| | } ; {a|b| } ; {a| | } ; {a|b|c} ; {a|b| } ; { | | } ; {a|b|c} ; { | | } ; {a| | } ; { | | } ; {a| |c} ; { |b| } ; { | | } ; {a| |c} ; { | |c} ; {a|b|c} ; {a| |c} ; { | | } ; { | |c} ; {a|b| } ; {a| | } ; { | |c} ; {a| |c} ; { | | } ; { |b| } ; {a| | } ; {a|b| } ; { |b|c} ; {a| |c} ; { |b| } ; {a| | } ; { | | } ; { |b|c} ; {a|b| } ; {a| |c} ; { |b|c} ; {a|b|c} ; { | | } ; {a|b| } ; { |b|c} ; { |b| } ; {a| |c} ; { |b|c} ; {a|b| } ; { | | } ; {a| |c} ; { |b| }
3 @ 13 @ 15 @ 15 @ 36 @ 14 @ 15 @ 1. @ 4.61 @ 2.66 @ 130 @ 324 @ 166 @ Or (Ev (And (Var "b", Var "c")), Ev (Glob (Var "c"))) @ {a|b| } ; { | |c} ; {a| |c} ; {a| |c} ; { |b| } ; {a|b| } ; {a| | } ; {a| |c} ; { | | } ; {a|b| } ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; { |b|c} ; { | |c} ; {a| |c} ; { |b| } ; {a| | } ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; { |b| } ; {a|b|c} ; { |b| } ; {a|b| } ; { |b| } ; {a|b| } ; {a|b|c} ; { | |c} ; { |b| } ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; { | |c} ; { |b|c} ; {a| |c} ; {a| |c} ; {a| | } ; {a| |c} ; {a| | } ; {a| |c} ; { |b| } ; { | |c} ; { | |c} ; {a| |c} ; {a| |c} ; { |b|c} ; {a|b| } ; {a|b| } ; { | |c} ; {a| | } ; {a| | } ; {a|b| } ; { | | } ; {a|b| } ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; { |b|c} ; {a| |c} ; { | | } ; { | |c} ; { |b| } ; { | |c} ; { | | } ; { |b|c} ; {a| |c} ; { |b|c} ; { | | } ; {a|b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; { | | } ; {a| | } ; {a|b|c} ; {a|b| } ; {a| |c} ; { |b|c} ; { | |c} ; { |b|c} ; { | |c} ; { | | } ; {a| | } ; { | |c} ; {a| |c} ; { | | } ; { |b| } ; { | | } ; {a| | } ; { |b|c} ; { | |c} ; {a|b| } ; { |b| } ; {a| | } ; { |b|c} ; {a|b| }
3 @ 10 @ 12 @ 11 @ 27 @ 6 @ 10 @ 1. @ 1.96 @ 2.36 @ 50 @ 132 @ 62 @ Glob (Until (Var "a", Var "b")) @ {a|b| } ; {a|b| } ; {a| | } ; { |b| } ; { |b| } ; { |b|c} ; {a|b| } ; {a|b|c} ; { |b| } ; { | |c} ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b|c} ; { | |c} ; { | |c} ; {a| |c} ; {a| | } ; { | |c} ; {a|b| } ; { | |c} ; {a|b|c} ; {a|b| } ; { | | } ; { | |c} ; { | | } ; { | |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { |b| } ; { | | } ; { | |c} ; { |b| } ; { |b|c} ; {a|b|c} ; { | |c} ; {a| | } ; { |b| } ; { |b|c} ; {a|b| } ; { | | } ; { |b| } ; { |b| } ; {a| |c} ; {a|b| } ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; {a| | } ; { |b|c} ; {a|b|c} ; { | |c} ; { | |c} ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b|c} ; { | |c} ; { |b|c} ; { | |c} ; { | |c} ; { | | } ; {a|b| } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b| } ; { | | } ; { | | } ; {a|b|c} ; {a|b| } ; {a| |c} ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b|c} ; { | |c} ; { | | } ; {a| | } ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; {a| |c}
3 @ 16 @ 18 @ 17 @ 45 @ 24 @ 64 @ 1. @ 18.05 @ 10.41 @ 424 @ 1200 @ 601 @ And (Glob (Or (Glob (Neg (Var "b")), Or (Var "a", Var "c"))), Glob (Or (And (Neg (Var "a"), Neg (Var "c")), Ev (Var "b")))) @ {a|b| } ; {a| |c} ; {a| | } ; {a|b| } ; {a| |c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; { | | } ; {a| |c} ; { | | } ; {a| | } ; { |b|c} ; {a| |c} ; {a| | } ; {a| |c} ; { |b| } ; {a| | } ; {a|b|c} ; { |b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| | } ; { |b| } ; {a|b| } ; { |b| } ; {a|b| } ; {a|b|c} ; { | | } ; { |b| } ; { | | } ; {a| | } ; {a|b|c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b| } ; {a|b|c} ; { |b| } ; {a| | } ; { | | } ; {a| |c} ; {a| |c} ; {a|b| } ; {a| |c} ; { | | } ; {a|b| } ; {a| | } ; {a|b| } ; { |b| } ; { | |c} ; {a|b| } ; {a|b|c} ; {a| |c} ; {a| | } ; { |b|c} ; { | | } ; { | |c} ; {a| | } ; {a| | } ; {a|b| } ; {a|b| } ; {a| | } ; { |b| } ; {a| | } ; {a| | } ; { | | } ; {a|b| } ; { |b| } ; {a| |c} ; {a|b|c} ; { | | } ; { |b| } ; { |b| } ; { |b| } ; {a| |c} ; {a|b|c} ; { | | } ; { | |c} ; {a|b| } ; { |b|c} ; {a|b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; { |b|c} ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a| |c} ; {a| |c} ; { | |c} ; {a|b| } ; { | | } ; {a|b|c}
3 @ 10 @ 11 @ 10 @ 27 @ 2 @ 0 @ 1. @ 0.4 @ 0. @ 24 @ 36 @ 24 @ Or (Glob (Var "b"), Neg (Var "b")) @ { |b| } ; { |b| } ; { |b| } ; {a|b| } ; {a|b|c} ; { |b|c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { | | } ; {a|b| } ; { | |c} ; {a|b|c} ; { | |c} ; {a|b| } ; { | | } ; {a| |c} ; { | |c} ; { | |c} ; {a|b| } ; {a| | } ; { | |c} ; {a|b|c} ; {a|b|c} ; { | |c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b| } ; { |b|c} ; { | | } ; { | | } ; { | |c} ; { | |c} ; {a| | } ; { |b| } ; { |b|c} ; { |b| } ; { | | } ; {a| |c} ; { | | } ; {a|b| } ; { | |c} ; {a| | } ; { |b| } ; { |b|c} ; {a|b|c} ; {a| |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { | | } ; {a|b| } ; { |b| } ; {a|b| } ; {a| |c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; { | | } ; {a|b| } ; { |b| } ; { |b| } ; {a| | } ; {a| | } ; { | | } ; {a| |c} ; { | |c} ; {a| |c} ; {a|b| } ; { |b| } ; {a| |c} ; { | | } ; { |b| } ; {a|b| } ; { | | } ; {a|b| } ; {a| |c} ; {a| | } ; {a| | } ; { | |c} ; {a| |c} ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; { |b|c} ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; {a|b|c} ; {a|b| } ; {a| |c} ; {a|b|c} ; { |b|c} ; {a| |c} ; { | |c}
3 @ 8 @ 11 @ 9 @ 21 @ 15 @ 24 @ 1. @ 11.13 @ 6.75 @ 128 @ 439 @ 157 @ Ev (And (And (Or (Neg (Var "a"), Var "b"), Or (Neg (Var "b"), Var "a")), Var "c")) @ { | | } ; { |b|c} ; {a|b| } ; {a| |c} ; {a| |c} ; { | | } ; { |b| } ; { | |c} ; {a|b| } ; {a|b|c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; { |b|c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { |b|c} ; {a| | } ; { |b|c} ; {a|b| } ; { |b|c} ; { | |c} ; {a|b| } ; { | |c} ; { |b| } ; {a| |c} ; {a|b| } ; { |b|c} ; {a|b|c} ; { | | } ; {a|b|c} ; {a|b|c} ; {a| | } ; { | | } ; {a|b| } ; { | |c} ; {a| |c} ; { |b|c} ; { | | } ; {a|b|c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; { |b| } ; {a| |c} ; { | | } ; {a|b|c} ; {a|b| } ; { | |c} ; {a| | } ; {a| |c} ; {a| | } ; { | |c} ; { |b| } ; { |b|c} ; { | |c} ; { | |c} ; { | | } ; {a|b| } ; { |b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; { |b|c} ; {a| |c} ; {a|b| } ; { |b|c} ; {a| | } ; {a|b| } ; { | | } ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; { | |c} ; {a| | } ; {a|b|c} ; { |b| } ; {a|b| } ; { |b|c} ; { |b|c} ; {a|b| } ; { |b| } ; { | | } ; {a| | } ; {a| |c} ; {a|b|c} ; { | |c} ; { |b| } ; {a| | } ; {a| | } ; { |b| }
3 @ 10 @ 12 @ 11 @ 27 @ 7 @ 10 @ 1. @ 2.93 @ 2.36 @ 60 @ 162 @ 72 @ Ev (Neg (Until (Var "c", Var "a"))) @ { |b|c} ; {a|b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | |c} ; { |b|c} ; {a| |c} ; {a| | } ; { | | } ; { |b|c} ; { | | } ; { | |c} ; {a|b| } ; {a|b| } ; { | | } ; { | | } ; { |b|c} ; {a|b| } ; { |b|c} ; { |b| } ; {a| | } ; {a| |c} ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; {a| | } ; { |b| } ; {a| | } ; {a| |c} ; { | | } ; { |b|c} ; { | | } ; { |b| } ; {a| |c} ; {a|b|c} ; {a| |c} ; {a| |c} ; { |b| } ; {a| | } ; {a|b|c} ; { | | } ; {a| |c} ; { |b|c} ; {a| | } ; { | |c} ; {a| | } ; { | | } ; {a|b| } ; { |b| } ; { |b| } ; {a| | } ; { |b| } ; {a| | } ; { | | } ; { | | } ; {a|b|c} ; {a|b|c} ; { | |c} ; { |b| } ; { |b|c} ; {a| |c} ; { |b| } ; {a| |c} ; {a|b| } ; { | |c} ; {a|b| } ; { |b|c} ; {a|b| } ; {a| |c} ; {a| | } ; { | | } ; { | | } ; {a| |c} ; {a|b| } ; {a|b| } ; {a| |c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b|c} ; {a| |c} ; { | | } ; {a| | } ; {a|b| } ; {a|b| } ; {a|b|c} ; { | | } ; { |b| } ; {a|b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b| } ; {a| | } ; { |b|c} ; { | |c} ; {a|b|c} ; {a| |c} ; { | | }
3 @ 8 @ 9 @ 8 @ 21 @ 2 @ 0 @ 1. @ 0.41 @ 0. @ 17 @ 30 @ 17 @ Next (Ev (Var "c")) @ {a| | } ; { |b| } ; { | | } ; { |b| } ; {a|b| } ; { |b| } ; {a|b| } ; { | |c} ; { | | } ; {a| | } ; { | |c} ; { | |c} ; {a| | } ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; { |b| } ; {a| |c} ; {a|b|c} ; { |b| } ; { | |c} ; { | | } ; { | | } ; { |b| } ; { |b|c} ; { | | } ; { | |c} ; { | | } ; { | |c} ; {a| |c} ; {a|b| } ; {a| | } ; { |b| } ; { | |c} ; {a|b| } ; { |b| } ; {a|b| } ; {a|b| } ; { | |c} ; { |b|c} ; { |b|c} ; {a|b| } ; {a| | } ; {a| |c} ; { |b|c} ; {a|b| } ; { | | } ; {a|b| } ; {a|b|c} ; { |b| } ; {a| | } ; { |b|c} ; {a| |c} ; { |b| } ; { |b| } ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; { |b| } ; {a|b|c} ; {a| |c} ; { | | } ; { | |c} ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; { |b| } ; {a|b| } ; {a| |c} ; { |b| } ; { | | } ; {a|b|c} ; { | | } ; {a|b| } ; {a| |c} ; { |b|c} ; { | | } ; { | | } ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; { |b| } ; {a|b|c} ; {a| |c} ; {a|b| } ; {a| | } ; { | | } ; { | | } ; {a|b| } ; { |b| }
3 @ 8 @ 9 @ 9 @ 21 @ 3 @ 1 @ 1. @ 1. @ 0.2 @ 48 @ 60 @ 57 @ Or (Ev (Next (Var "c")), Var "a") @ { | |c} ; {a|b| } ; { | | } ; {a| | } ; {a| | } ; {a| | } ; { | | } ; {a|b|c} ; { |b|c} ; { | |c} ; { | |c} ; {a|b|c} ; { | |c} ; { | | } ; {a| | } ; { |b| } ; {a| |c} ; {a|b|c} ; { | |c} ; { | | } ; {a|b| } ; {a| | } ; { | | } ; { |b|c} ; {a| | } ; { | |c} ; { | |c} ; {a|b| } ; { |b|c} ; {a| | } ; { | |c} ; { |b|c} ; {a| |c} ; { | | } ; {a| | } ; {a|b| } ; { |b|c} ; {a| | } ; { | |c} ; { |b| } ; { |b| } ; {a| | } ; {a|b| } ; { |b| } ; {a|b|c} ; {a| | } ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; { | | } ; {a| |c} ; {a|b|c} ; {a| | } ; {a| |c} ; {a|b| } ; { | | } ; { | | } ; {a|b| } ; {a|b|c} ; { |b| } ; { | | } ; {a|b| } ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; { |b| } ; {a| |c} ; { |b|c} ; { | | } ; {a| |c} ; { |b| } ; {a|b| } ; {a|b|c} ; {a| | } ; { | | } ; { | | } ; { | |c} ; { | |c} ; {a| |c} ; {a| | } ; { |b|c} ; {a| |c} ; { | |c} ; {a|b| } ; { |b| } ; {a| | } ; {a| | } ; { |b|c} ; { |b| } ; {a|b| } ; { |b|c} ; {a|b| } ; {a| | } ; { |b|c} ; {a|b| } ; { | | } ; { |b| } ; {a|b|c} ; { |b| }
3 @ 11 @ 13 @ 13 @ 30 @ 7 @ 35 @ 1. @ 3.38 @ 7.16 @ 176 @ 261 @ 267 @ Glob (Or (And (Or (Neg (Var "b"), Var "a"), Or (Neg (Var "a"), Var "b")), Var "b")) @ {a|b| } ; { |b|c} ; { |b| } ; { | | } ; {a|b|c} ; {a|b|c} ; { | |c} ; { |b|c} ; { | | } ; { |b|c} ; {a| | } ; { | |c} ; {a| | } ; { | | } ; {a|b|c} ; {a| | } ; {a| | } ; {a| | } ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a| |c} ; {a| |c} ; { | |c} ; {a| | } ; {a|b| } ; {a| |c} ; { | | } ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a|b|c} ; { | |c} ; { |b| } ; {a|b| } ; {a| |c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a|b| } ; { |b|c} ; { | |c} ; {a| |c} ; {a|b|c} ; { | | } ; {a| | } ; {a| | } ; { |b|c} ; {a| | } ; { |b|c} ; { | |c} ; { |b|c} ; {a|b| } ; { | | } ; {a| |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a| |c} ; { |b|c} ; {a|b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b| } ; {a| |c} ; {a|b| } ; { | |c} ; { |b|c} ; { | |c} ; { |b|c} ; { | |c} ; {a|b| } ; { |b| } ; {a| |c} ; {a|b| } ; { |b| } ; {a| | } ; {a| | } ; {a| |c} ; { | | } ; { |b| } ; { | | } ; { | | } ; {a|b|c} ; {a| |c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; {a| | } ; { |b|c} ; {a|b| }
3 @ 13 @ 15 @ 14 @ 36 @ 7 @ 13 @ 1. @ 1.26 @ 2.51 @ 65 @ 127 @ 80 @ Glob (Or (Var "b", Var "a")) @ { |b|c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| | } ; { |b|c} ; { |b|c} ; {a| | } ; { | | } ; {a| | } ; {a|b|c} ; { |b| } ; { |b| } ; { | | } ; {a| | } ; {a| | } ; { | | } ; { | |c} ; {a|b| } ; {a| |c} ; { | |c} ; {a|b|c} ; {a|b|c} ; { |b| } ; { | | } ; {a|b|c} ; {a| | } ; { | |c} ; { |b| } ; { | |c} ; {a|b|c} ; { |b|c} ; { | |c} ; { | |c} ; {a|b| } ; { | | } ; {a| |c} ; {a| |c} ; { |b| } ; {a| | } ; {a|b| } ; { | |c} ; { | | } ; {a| | } ; { | | } ; { | |c} ; { | |c} ; { | |c} ; { |b| } ; {a| | } ; {a|b| } ; {a| |c} ; { |b| } ; { |b|c} ; { |b| } ; {a|b| } ; { |b|c} ; { | |c} ; { | |c} ; { | | } ; {a| | } ; {a|b| } ; {a|b| } ; { |b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| |c} ; {a| | } ; {a| | } ; {a|b|c} ; {a| |c} ; { | | } ; { |b|c} ; {a|b|c} ; { |b|c} ; { | |c} ; {a| |c} ; { |b| } ; { |b| } ; { |b| } ; {a|b|c} ; { | |c} ; {a|b|c} ; { | |c} ; { | |c} ; {a| | } ; { | | } ; {a|b| } ; { | | } ; { |b|c} ; {a| | } ; {a|b|c} ; {a| |c} ; { |b| } ; {a| | } ; {a|b| }
3 @ 11 @ 12 @ 11 @ 30 @ 2 @ 0 @ 1. @ 0.6 @ 0. @ 75 @ 96 @ 75 @ Glob (Or (Next (Var "b"), Var "b")) @ {a|b| } ; { | |c} ; { |b|c} ; {a|b| } ; { |b|c} ; {a|b| } ; {a| | } ; { |b|c} ; {a|b|c} ; { | |c} ; { | | } ; {a|b| } ; {a| |c} ; {a| |c} ; { | | } ; {a|b| } ; {a| | } ; {a|b| } ; {a|b| } ; { |b|c} ; {a| |c} ; { |b| } ; { | | } ; {a|b|c} ; { | | } ; {a|b|c} ; { | |c} ; { |b|c} ; {a|b|c} ; { | |c} ; {a| |c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; { |b| } ; { | | } ; {a|b| } ; {a| |c} ; { |b| } ; {a|b|c} ; {a|b| } ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; { | | } ; {a|b|c} ; {a|b| } ; { |b| } ; { |b| } ; { |b| } ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a| | } ; {a| |c} ; {a| | } ; { | |c} ; {a| |c} ; {a|b|c} ; {a|b| } ; { | |c} ; { | | } ; { | | } ; { |b| } ; {a| |c} ; {a|b| } ; { |b| } ; { |b| } ; { |b|c} ; {a| | } ; {a| |c} ; {a| | } ; {a|b|c} ; { | |c} ; { | | } ; {a| |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a| | } ; {a|b|c} ; { |b| } ; {a| | } ; { |b| } ; { |b|c} ; { |b| } ; {a| | } ; { | | } ; { | |c} ; { | | } ; { |b|c} ; {a|b|c} ; {a| | } ; { | |c} ; { | | } ; { | | }
